Locus_Tag	Gene_Name	Product_Description	Strain_Name	Accession	GO_Term	Namespace	GO_Evidence_Code	Evidence_Ontology_ECO_Code	Evidence_Ontology_Term	Similar_To_Binds_To	PMID
PA14_00050	gyrB	DNA gyrase subunit B	Pseudomonas aeruginosa UCBPP-PA14	GO:0006351	transcription, DNA-templated	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0004	PMID:15535863
PA14_00050	gyrB	DNA gyrase subunit B	Pseudomonas aeruginosa UCBPP-PA14	GO:0003677	DNA binding	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0004	PMID:6294616
PA14_00050	gyrB	DNA gyrase subunit B	Pseudomonas aeruginosa UCBPP-PA14	GO:0003918	DNA topoisomerase type II (ATP-hydrolyzing) activity	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0004	PMID:368801
PA14_00060	PA14_00060	acyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0008152	metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM00563	PMID:24451626
PA14_00060	PA14_00060	acyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0016746	transferase activity, transferring acyl groups	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM00563	PMID:24451626
PA14_00060	PA14_00060	acyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0042171	lysophosphatidic acid acyltransferase activity	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0005	PMID:16079332
PA14_00060	PA14_00060	acyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0008654	phospholipid biosynthetic process	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0005	PMID:16079332
PA14_00070	PA14_00070	D,D-heptose 1,7-bisphosphate phosphatase	Pseudomonas aeruginosa UCBPP-PA14	GO:0016791	phosphatase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01656	PMID:24451626
PA14_00070	PA14_00070	D,D-heptose 1,7-bisphosphate phosphatase	Pseudomonas aeruginosa UCBPP-PA14	GO:0005975	carbohydrate metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF004682	PMID:24451626
PA14_00080	PA14_00080	hypothetical protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0009055	electron carrier activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:1.10.760.10	PMID:24451626
PA14_00080	PA14_00080	hypothetical protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0020037	heme binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:1.10.760.10	PMID:24451626
PA14_00090	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa UCBPP-PA14	GO:0000166	nucleotide binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02092	PMID:24451626
PA14_00090	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa UCBPP-PA14	GO:0004820	glycine-tRNA ligase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02092	PMID:24451626
PA14_00090	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa UCBPP-PA14	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02092	PMID:24451626
PA14_00090	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa UCBPP-PA14	GO:0005737	cytoplasm	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02092	PMID:24451626
PA14_00090	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa UCBPP-PA14	GO:0006426	glycyl-tRNA aminoacylation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02092	PMID:24451626
PA14_00090	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa UCBPP-PA14	GO:0004814	arginine-tRNA ligase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF05746	PMID:24451626
PA14_00090	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa UCBPP-PA14	GO:0006420	arginyl-tRNA aminoacylation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF05746	PMID:24451626
PA14_00090	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa UCBPP-PA14	GO:0004812	aminoacyl-tRNA ligase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:1.10.730.10	PMID:24451626
PA14_00090	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa UCBPP-PA14	GO:0006418	tRNA aminoacylation for protein translation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:1.10.730.10	PMID:24451626
PA14_00100	glyQ	glycyl-tRNA synthetase subunit alpha	Pseudomonas aeruginosa UCBPP-PA14	GO:0000166	nucleotide binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02091	PMID:24451626
PA14_00100	glyQ	glycyl-tRNA synthetase subunit alpha	Pseudomonas aeruginosa UCBPP-PA14	GO:0004820	glycine-tRNA ligase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02091	PMID:24451626
PA14_00100	glyQ	glycyl-tRNA synthetase subunit alpha	Pseudomonas aeruginosa UCBPP-PA14	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02091	PMID:24451626
PA14_00100	glyQ	glycyl-tRNA synthetase subunit alpha	Pseudomonas aeruginosa UCBPP-PA14	GO:0005737	cytoplasm	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02091	PMID:24451626
PA14_00100	glyQ	glycyl-tRNA synthetase subunit alpha	Pseudomonas aeruginosa UCBPP-PA14	GO:0006426	glycyl-tRNA aminoacylation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02091	PMID:24451626
PA14_00110	tag	DNA-3-methyladenine glycosidase I	Pseudomonas aeruginosa UCBPP-PA14	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF48150	PMID:24451626
PA14_00110	tag	DNA-3-methyladenine glycosidase I	Pseudomonas aeruginosa UCBPP-PA14	GO:0006281	DNA repair	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF48150	PMID:24451626
PA14_00110	tag	DNA-3-methyladenine glycosidase I	Pseudomonas aeruginosa UCBPP-PA14	GO:0006284	base-excision repair	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF03352	PMID:24451626
PA14_00110	tag	DNA-3-methyladenine glycosidase I	Pseudomonas aeruginosa UCBPP-PA14	GO:0008725	DNA-3-methyladenine glycosylase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF03352	PMID:24451626
PA14_00110	tag	DNA-3-methyladenine glycosidase I	Pseudomonas aeruginosa UCBPP-PA14	GO:0006307	DNA dealkylation involved in DNA repair	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	UniProtKB:P05100	PMID:3536857
PA14_00110	tag	DNA-3-methyladenine glycosidase I	Pseudomonas aeruginosa UCBPP-PA14	GO:0008725	DNA-3-methyladenine glycosylase activity	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0010	PMID:3536857
PA14_00120	PA14_00120	lipid A biosynthesis lauroyl acyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0016021	integral component of membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF026649	PMID:24451626
PA14_00120	PA14_00120	lipid A biosynthesis lauroyl acyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0016740	transferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF026649	PMID:24451626
PA14_00120	PA14_00120	lipid A biosynthesis lauroyl acyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0011	PMID:26223882
PA14_00120	PA14_00120	lipid A biosynthesis lauroyl acyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0009245	lipid A biosynthetic process	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0011	PMID:26223882
PA14_00120	PA14_00120	lipid A biosynthesis lauroyl acyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0034605	cellular response to heat	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0011	PMID:22146126
PA14_00120	PA14_00120	lipid A biosynthesis lauroyl acyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0071470	cellular response to osmotic stress	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0011	PMID:22146126
PA14_00120	PA14_00120	lipid A biosynthesis lauroyl acyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0071236	cellular response to antibiotic	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0011	PMID:22146126
PA14_00130	PA14_00130	hypothetical protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0035438	cyclic-di-GMP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF07238	PMID:24451626
PA14_00160	PA14_00160	hypothetical protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0005515	protein binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF48452	PMID:24451626
PA14_00170	trkA	potassium transporter peripheral membrane protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0006813	potassium ion transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS51202	PMID:24451626
PA14_00170	trkA	potassium transporter peripheral membrane protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0008324	cation transmembrane transporter activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS51202	PMID:24451626
PA14_00170	trkA	potassium transporter peripheral membrane protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0005886	plasma membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR00335	PMID:24451626
PA14_00170	trkA	potassium transporter peripheral membrane protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0015079	potassium ion transmembrane transporter activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR00335	PMID:24451626
PA14_00180	PA14_00180	tRNA and rRNA cytosine-C5-methylases	Pseudomonas aeruginosa UCBPP-PA14	GO:0008168	methyltransferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS51686	PMID:24451626
PA14_00180	PA14_00180	tRNA and rRNA cytosine-C5-methylases	Pseudomonas aeruginosa UCBPP-PA14	GO:0003723	RNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01153	PMID:24451626
PA14_00180	PA14_00180	tRNA and rRNA cytosine-C5-methylases	Pseudomonas aeruginosa UCBPP-PA14	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF48013	PMID:24451626
PA14_00180	PA14_00180	tRNA and rRNA cytosine-C5-methylases	Pseudomonas aeruginosa UCBPP-PA14	GO:0006364	rRNA processing	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00563	PMID:24451626
PA14_00180	PA14_00180	tRNA and rRNA cytosine-C5-methylases	Pseudomonas aeruginosa UCBPP-PA14	GO:0008649	rRNA methyltransferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00563	PMID:24451626
PA14_00190	fmt	methionyl-tRNA formyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0009058	biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.40.50.170	PMID:24451626
PA14_00190	fmt	methionyl-tRNA formyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0016742	hydroxymethyl-, formyl- and related transferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.40.50.170	PMID:24451626
PA14_00190	fmt	methionyl-tRNA formyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0004479	methionyl-tRNA formyltransferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00460	PMID:24451626
PA14_00190	fmt	methionyl-tRNA formyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00460	PMID:24451626
PA14_00190	fmt	methionyl-tRNA formyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF50486	PMID:24451626
PA14_00190	fmt	methionyl-tRNA formyltransferase	Pseudomonas aeruginosa UCBPP-PA14	GO:0022898	regulation of transmembrane transporter activity	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0018	PMID:19786597
PA14_00210	PA14_00210	lysin domain-containing protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0042834	peptidoglycan binding	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	UniProtKB:D1DKP9	PMID:24556993
PA14_00230	PA14_00230	Rossmann fold nucleotide-binding protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0009294	DNA mediated transformation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00732	PMID:24451626
PA14_00240	PA14_00240	hypothetical protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0003725	double-stranded RNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS51163	PMID:24451626
PA14_00240	PA14_00240	hypothetical protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0002949	tRNA threonylcarbamoyladenosine modification	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01852	PMID:24451626
PA14_00240	PA14_00240	hypothetical protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01852	PMID:24451626
PA14_00250	qor	quinone oxidoreductase	Pseudomonas aeruginosa UCBPP-PA14	GO:0008270	zinc ion binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01162	PMID:24451626
PA14_00250	qor	quinone oxidoreductase	Pseudomonas aeruginosa UCBPP-PA14	GO:0016491	oxidoreductase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01162	PMID:24451626
PA14_00250	qor	quinone oxidoreductase	Pseudomonas aeruginosa UCBPP-PA14	GO:0055114	oxidation-reduction process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF08240	PMID:24451626
PA14_00280	hemF	coproporphyrinogen III oxidase	Pseudomonas aeruginosa UCBPP-PA14	GO:0006779	porphyrin-containing compound biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF000166	PMID:24451626
PA14_00280	hemF	coproporphyrinogen III oxidase	Pseudomonas aeruginosa UCBPP-PA14	GO:0055114	oxidation-reduction process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF000166	PMID:24451626
PA14_00280	hemF	coproporphyrinogen III oxidase	Pseudomonas aeruginosa UCBPP-PA14	GO:0004109	coproporphyrinogen oxidase activity	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0024	PMID:9767567
PA14_00290	aroE	shikimate 5-dehydrogenase	Pseudomonas aeruginosa UCBPP-PA14	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF08501	PMID:24451626
PA14_00290	aroE	shikimate 5-dehydrogenase	Pseudomonas aeruginosa UCBPP-PA14	GO:0055114	oxidation-reduction process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF08501	PMID:24451626
PA14_00290	aroE	shikimate 5-dehydrogenase	Pseudomonas aeruginosa UCBPP-PA14	GO:0019632	shikimate metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00507	PMID:24451626
PA14_00290	aroE	shikimate 5-dehydrogenase	Pseudomonas aeruginosa UCBPP-PA14	GO:0050661	NADP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00507	PMID:24451626
PA14_00300	plcB	phospholipase C, PlcB	Pseudomonas aeruginosa UCBPP-PA14	GO:0016788	hydrolase activity, acting on ester bonds	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF48537	PMID:24451626
PA14_00300	plcB	phospholipase C, PlcB	Pseudomonas aeruginosa UCBPP-PA14	GO:0008270	zinc ion binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd11009	PMID:24451626
PA14_00300	plcB	phospholipase C, PlcB	Pseudomonas aeruginosa UCBPP-PA14	GO:0004629	phospholipase C activity	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0026	PMID:15306013
PA14_00300	plcB	phospholipase C, PlcB	Pseudomonas aeruginosa UCBPP-PA14	GO:0006935	chemotaxis	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0026	PMID:15306013
PA14_00310	PA14_00310	peptidyl-prolyl isomerase	Pseudomonas aeruginosa UCBPP-PA14	GO:0016853	isomerase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50198	PMID:24451626
PA14_00340	PA14_00340	sulfate transporter	Pseudomonas aeruginosa UCBPP-PA14	GO:0008272	sulfate transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00916	PMID:24451626
PA14_00340	PA14_00340	sulfate transporter	Pseudomonas aeruginosa UCBPP-PA14	GO:0015116	sulfate transmembrane transporter activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00916	PMID:24451626
PA14_00340	PA14_00340	sulfate transporter	Pseudomonas aeruginosa UCBPP-PA14	GO:0016021	integral component of membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00916	PMID:24451626
PA14_00360	PA14_00360	hypothetical protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0015871	choline transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR03414	PMID:24451626
PA14_00360	PA14_00360	hypothetical protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0033265	choline binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR03414	PMID:24451626
PA14_00360	PA14_00360	hypothetical protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0042597	periplasmic space	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR03414	PMID:24451626
PA14_00360	PA14_00360	hypothetical protein	Pseudomonas aeruginosa UCBPP-PA14	GO:0005215	transporter activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF04069	PMID:24451626
