Locus_Tag	Gene_Name	Product_Description	Strain_Name	Accession	GO_Term	Namespace	GO_Evidence_Code	Evidence_Ontology_ECO_Code	Evidence_Ontology_Term	Similar_To_Binds_To	PMID
PALES_00041	lptA	lysophosphatidic acid acyltransferase, LptA	Pseudomonas aeruginosa LESB58 	GO:0016746	transferase activity, transferring acyl groups	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM00563	PMID:24451626
PALES_00041	lptA	lysophosphatidic acid acyltransferase, LptA	Pseudomonas aeruginosa LESB58 	GO:0042171	lysophosphatidic acid acyltransferase activity	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0005	PMID:16079332
PALES_00041	lptA	lysophosphatidic acid acyltransferase, LptA	Pseudomonas aeruginosa LESB58 	GO:0008654	phospholipid biosynthetic process	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0005	PMID:16079332
PALES_00051	PALES_00051	D,D-heptose 1,7-bisphosphate phosphatase	Pseudomonas aeruginosa LESB58 	GO:0016791	phosphatase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01656	PMID:24451626
PALES_00051	PALES_00051	D,D-heptose 1,7-bisphosphate phosphatase	Pseudomonas aeruginosa LESB58 	GO:0005975	carbohydrate metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF004682	PMID:24451626
PALES_00061	PALES_00061	hypothetical protein	Pseudomonas aeruginosa LESB58 	GO:0009055	electron carrier activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:1.10.760.10	PMID:24451626
PALES_00061	PALES_00061	hypothetical protein	Pseudomonas aeruginosa LESB58 	GO:0020037	heme binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:1.10.760.10	PMID:24451626
PALES_00071	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa LESB58 	GO:0000166	nucleotide binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02092	PMID:24451626
PALES_00071	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa LESB58 	GO:0004820	glycine-tRNA ligase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02092	PMID:24451626
PALES_00071	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa LESB58 	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02092	PMID:24451626
PALES_00071	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa LESB58 	GO:0005737	cytoplasm	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02092	PMID:24451626
PALES_00071	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa LESB58 	GO:0006426	glycyl-tRNA aminoacylation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02092	PMID:24451626
PALES_00071	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa LESB58 	GO:0004814	arginine-tRNA ligase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF05746	PMID:24451626
PALES_00071	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa LESB58 	GO:0006420	arginyl-tRNA aminoacylation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF05746	PMID:24451626
PALES_00071	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa LESB58 	GO:0004812	aminoacyl-tRNA ligase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:1.10.730.10	PMID:24451626
PALES_00071	glyS	glycyl-tRNA synthetase subunit beta	Pseudomonas aeruginosa LESB58 	GO:0006418	tRNA aminoacylation for protein translation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:1.10.730.10	PMID:24451626
PALES_00081	glyQ	glycyl-tRNA synthetase subunit alpha	Pseudomonas aeruginosa LESB58 	GO:0000166	nucleotide binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02091	PMID:24451626
PALES_00081	glyQ	glycyl-tRNA synthetase subunit alpha	Pseudomonas aeruginosa LESB58 	GO:0004820	glycine-tRNA ligase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02091	PMID:24451626
PALES_00081	glyQ	glycyl-tRNA synthetase subunit alpha	Pseudomonas aeruginosa LESB58 	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02091	PMID:24451626
PALES_00081	glyQ	glycyl-tRNA synthetase subunit alpha	Pseudomonas aeruginosa LESB58 	GO:0005737	cytoplasm	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02091	PMID:24451626
PALES_00081	glyQ	glycyl-tRNA synthetase subunit alpha	Pseudomonas aeruginosa LESB58 	GO:0006426	glycyl-tRNA aminoacylation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02091	PMID:24451626
PALES_00091	tag	DNA-3-methyladenine glycosidase I	Pseudomonas aeruginosa LESB58 	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF48150	PMID:24451626
PALES_00091	tag	DNA-3-methyladenine glycosidase I	Pseudomonas aeruginosa LESB58 	GO:0006281	DNA repair	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF48150	PMID:24451626
PALES_00091	tag	DNA-3-methyladenine glycosidase I	Pseudomonas aeruginosa LESB58 	GO:0006284	base-excision repair	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF03352	PMID:24451626
PALES_00091	tag	DNA-3-methyladenine glycosidase I	Pseudomonas aeruginosa LESB58 	GO:0008725	DNA-3-methyladenine glycosylase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF03352	PMID:24451626
PALES_00091	tag	DNA-3-methyladenine glycosidase I	Pseudomonas aeruginosa LESB58 	GO:0006307	DNA dealkylation involved in DNA repair	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	UniProtKB:P05100	PMID:3536857
PALES_00091	tag	DNA-3-methyladenine glycosidase I	Pseudomonas aeruginosa LESB58 	GO:0008725	DNA-3-methyladenine glycosylase activity	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0010	PMID:3536857
PALES_00101	PALES_00101	lipid A biosynthesis lauroyl acyltransferase	Pseudomonas aeruginosa LESB58 	GO:0016021	integral component of membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF026649	PMID:24451626
PALES_00101	PALES_00101	lipid A biosynthesis lauroyl acyltransferase	Pseudomonas aeruginosa LESB58 	GO:0016740	transferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF026649	PMID:24451626
PALES_00101	PALES_00101	lipid A biosynthesis lauroyl acyltransferase	Pseudomonas aeruginosa LESB58 	GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0011	PMID:26223882
PALES_00101	PALES_00101	lipid A biosynthesis lauroyl acyltransferase	Pseudomonas aeruginosa LESB58 	GO:0009245	lipid A biosynthetic process	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0011	PMID:26223882
PALES_00101	PALES_00101	lipid A biosynthesis lauroyl acyltransferase	Pseudomonas aeruginosa LESB58 	GO:0034605	cellular response to heat	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0011	PMID:22146126
PALES_00101	PALES_00101	lipid A biosynthesis lauroyl acyltransferase	Pseudomonas aeruginosa LESB58 	GO:0071470	cellular response to osmotic stress	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0011	PMID:22146126
PALES_00101	PALES_00101	lipid A biosynthesis lauroyl acyltransferase	Pseudomonas aeruginosa LESB58 	GO:0071236	cellular response to antibiotic	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0011	PMID:22146126
PALES_00111	PALES_00111	hypothetical protein	Pseudomonas aeruginosa LESB58 	GO:0035438	cyclic-di-GMP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF07238	PMID:24451626
PALES_00141	PALES_00141	putative tetratricopeptide repeat domain	Pseudomonas aeruginosa LESB58 	GO:0005515	protein binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM00028	PMID:24451626
PALES_00151	trkA	potassium transporter peripheral membrane component	Pseudomonas aeruginosa LESB58 	GO:0006813	potassium ion transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.30.70.1450	PMID:24451626
PALES_00151	trkA	potassium transporter peripheral membrane component	Pseudomonas aeruginosa LESB58 	GO:0008324	cation transmembrane transporter activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.30.70.1450	PMID:24451626
PALES_00151	trkA	potassium transporter peripheral membrane component	Pseudomonas aeruginosa LESB58 	GO:0005886	plasma membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR00335	PMID:24451626
PALES_00151	trkA	potassium transporter peripheral membrane component	Pseudomonas aeruginosa LESB58 	GO:0015079	potassium ion transmembrane transporter activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR00335	PMID:24451626
PALES_00161	PALES_00161	putative tRNA and rRNA cytosine-C5-methylases	Pseudomonas aeruginosa LESB58 	GO:0003723	RNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:1.10.940.10	PMID:24451626
PALES_00161	PALES_00161	putative tRNA and rRNA cytosine-C5-methylases	Pseudomonas aeruginosa LESB58 	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:1.10.940.10	PMID:24451626
PALES_00161	PALES_00161	putative tRNA and rRNA cytosine-C5-methylases	Pseudomonas aeruginosa LESB58 	GO:0008168	methyltransferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01153	PMID:24451626
PALES_00161	PALES_00161	putative tRNA and rRNA cytosine-C5-methylases	Pseudomonas aeruginosa LESB58 	GO:0006364	rRNA processing	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00563	PMID:24451626
PALES_00161	PALES_00161	putative tRNA and rRNA cytosine-C5-methylases	Pseudomonas aeruginosa LESB58 	GO:0008649	rRNA methyltransferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00563	PMID:24451626
PALES_00171	fmt	methionyl-tRNA formyltransferase	Pseudomonas aeruginosa LESB58 	GO:0009058	biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF53328	PMID:24451626
PALES_00171	fmt	methionyl-tRNA formyltransferase	Pseudomonas aeruginosa LESB58 	GO:0016742	hydroxymethyl-, formyl- and related transferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF53328	PMID:24451626
PALES_00171	fmt	methionyl-tRNA formyltransferase	Pseudomonas aeruginosa LESB58 	GO:0004479	methionyl-tRNA formyltransferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00460	PMID:24451626
PALES_00171	fmt	methionyl-tRNA formyltransferase	Pseudomonas aeruginosa LESB58 	GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00460	PMID:24451626
PALES_00171	fmt	methionyl-tRNA formyltransferase	Pseudomonas aeruginosa LESB58 	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF50486	PMID:24451626
PALES_00171	fmt	methionyl-tRNA formyltransferase	Pseudomonas aeruginosa LESB58 	GO:0022898	regulation of transmembrane transporter activity	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0018	PMID:19786597
PALES_00191	PALES_00191	putative lysin domain	Pseudomonas aeruginosa LESB58 	GO:0042834	peptidoglycan binding	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	UniProtKB:D1DKP9	PMID:24556993
PALES_00201	PALES_00201	putative Rossmann fold nucleotide-binding protein	Pseudomonas aeruginosa LESB58 	GO:0009294	DNA mediated transformation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00732	PMID:24451626
PALES_00211	PALES_00211	putative translation factor	Pseudomonas aeruginosa LESB58 	GO:0003725	double-stranded RNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS51163	PMID:24451626
PALES_00211	PALES_00211	putative translation factor	Pseudomonas aeruginosa LESB58 	GO:0002949	tRNA threonylcarbamoyladenosine modification	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01852	PMID:24451626
PALES_00211	PALES_00211	putative translation factor	Pseudomonas aeruginosa LESB58 	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_01852	PMID:24451626
PALES_00221	qor	quinone oxidoreductase	Pseudomonas aeruginosa LESB58 	GO:0055114	oxidation-reduction process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00107	PMID:24451626
PALES_00221	qor	quinone oxidoreductase	Pseudomonas aeruginosa LESB58 	GO:0008270	zinc ion binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01162	PMID:24451626
PALES_00221	qor	quinone oxidoreductase	Pseudomonas aeruginosa LESB58 	GO:0016491	oxidoreductase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS01162	PMID:24451626
PALES_00231	hemF	coproporphyrinogen III oxidase	Pseudomonas aeruginosa LESB58 	GO:0006779	porphyrin-containing compound biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.40.1500.10	PMID:24451626
PALES_00231	hemF	coproporphyrinogen III oxidase	Pseudomonas aeruginosa LESB58 	GO:0055114	oxidation-reduction process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.40.1500.10	PMID:24451626
PALES_00231	hemF	coproporphyrinogen III oxidase	Pseudomonas aeruginosa LESB58 	GO:0004109	coproporphyrinogen oxidase activity	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0024	PMID:9767567
PALES_00241	aroE	shikimate 5-dehydrogenase	Pseudomonas aeruginosa LESB58 	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00222	PMID:24451626
PALES_00241	aroE	shikimate 5-dehydrogenase	Pseudomonas aeruginosa LESB58 	GO:0055114	oxidation-reduction process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00222	PMID:24451626
PALES_00241	aroE	shikimate 5-dehydrogenase	Pseudomonas aeruginosa LESB58 	GO:0019632	shikimate metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00507	PMID:24451626
PALES_00241	aroE	shikimate 5-dehydrogenase	Pseudomonas aeruginosa LESB58 	GO:0050661	NADP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00507	PMID:24451626
PALES_00241	aroE	shikimate 5-dehydrogenase	Pseudomonas aeruginosa LESB58 	GO:0000162	tryptophan biosynthetic process	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0025	PMID:3277621
PALES_00241	aroE	shikimate 5-dehydrogenase	Pseudomonas aeruginosa LESB58 	GO:0006520	cellular amino acid metabolic process	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0025	PMID:3277621
PALES_00241	aroE	shikimate 5-dehydrogenase	Pseudomonas aeruginosa LESB58 	GO:0006571	tyrosine biosynthetic process	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0025	PMID:3277621
PALES_00241	aroE	shikimate 5-dehydrogenase	Pseudomonas aeruginosa LESB58 	GO:0009094	L-phenylalanine biosynthetic process	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0025	PMID:3277621
PALES_00241	aroE	shikimate 5-dehydrogenase	Pseudomonas aeruginosa LESB58 	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0025	PMID:3277621
PALES_00251	plcB	phospholipase C, PlcB	Pseudomonas aeruginosa LESB58 	GO:0016788	hydrolase activity, acting on ester bonds	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF48537	PMID:24451626
PALES_00251	plcB	phospholipase C, PlcB	Pseudomonas aeruginosa LESB58 	GO:0008270	zinc ion binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd11009	PMID:24451626
PALES_00251	plcB	phospholipase C, PlcB	Pseudomonas aeruginosa LESB58 	GO:0004629	phospholipase C activity	molecular_function	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0026	PMID:15306013
PALES_00251	plcB	phospholipase C, PlcB	Pseudomonas aeruginosa LESB58 	GO:0006935	chemotaxis	biological_process	ISS	ECO:0000249	sequence similarity evidence used in automatic assertion	PseudoCAP:PA0026	PMID:15306013
PALES_00261	PALES_00261	putative peptidyl-prolyl isomerase	Pseudomonas aeruginosa LESB58 	GO:0016853	isomerase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50198	PMID:24451626
PALES_00281	PALES_00281	putative sulfate transporter	Pseudomonas aeruginosa LESB58 	GO:0008272	sulfate transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00916	PMID:24451626
PALES_00281	PALES_00281	putative sulfate transporter	Pseudomonas aeruginosa LESB58 	GO:0015116	sulfate transmembrane transporter activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00916	PMID:24451626
PALES_00281	PALES_00281	putative sulfate transporter	Pseudomonas aeruginosa LESB58 	GO:0016021	integral component of membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00916	PMID:24451626
PALES_00291	PALES_00291	putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein	Pseudomonas aeruginosa LESB58 	GO:0015871	choline transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR03414	PMID:24451626
PALES_00291	PALES_00291	putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein	Pseudomonas aeruginosa LESB58 	GO:0033265	choline binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR03414	PMID:24451626
